
Train,2864,YPR HWH PREMIUM,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,


Train,11005,PUDUCHERRY EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
4,BVRT,BHIMAVARAM TOWN,1,03:47:00,03:48:00,1,271,2,
5,AKVD,AKIVIDU,1,04:13:00,04:14:00,1,289,2,
6,KKLR,KAIKALUR,1,04:32:00,04:33:00,1,306,2,
7,GDV,GUDIVADA JN,1,05:07:00,05:08:00,1,335,2,
8,BZA,VIJAYAWADA JN,1,06:35:00,06:55:00,20,379,2,
9,KZJ,KAZIPET JN,1,10:08:00,10:10:00,2,597,2,
10,MLY,MAULA ALI,1,12:23:00,12:25:00,2,723,2,
11,SC,SECUNDERABAD JN,1,12:50:00,13:10:00,20,729,2,
12,LPI,LINGAMPALLI,1,13:39:00,13:40:00,1,751,2,
13,VKB,VIKARABAD JN,1,14:24:00,14:25:00,1,801,2,
14,TDU,TANDUR,1,15:14:00,15:15:00,1,842,2,
15,WADI,WADI,1,16:40:00,16:50:00,10,912,2,
16,GR,GULBARGA,1,17:26:00,17:27:00,1,949,2,
17,SUR,SOLAPUR JN,1,20:00:00,20:10:00,10,1062,2,
18,PUNE,PUNE JN,1,00:55:00,01:00:00,5,1326,3,
19,LTT,LOKMANYATILAK T,1,04:40:00,Destination,0,1501,3,


Train,22113,LTT KCVL EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,16:55:00,0,0,1,
2,TNA,THANE,1,17:18:00,17:20:00,2,18,1,
3,PNVL,PANVEL,1,18:05:00,18:10:00,5,53,1,
4,CHI,CHIPLUN,1,22:08:00,22:10:00,2,309,1,
5,RN,RATNAGIRI,1,23:50:00,23:55:00,5,415,1,
6,SNDD,SINDHUDURG,1,02:06:00,02:08:00,2,596,2,
7,PERN,PERNEM,1,02:50:00,02:52:00,2,670,2,
8,MAO,MADGAON,1,04:25:00,04:35:00,10,750,2,
9,KAWR,KARWAR,1,05:45:00,05:47:00,2,832,2,
10,BTJL,BHATKAL,1,07:20:00,07:22:00,2,985,2,
11,UD,UDUPI,1,08:56:00,08:58:00,2,1099,2,
12,MAJN,MANGALORE JN,1,10:25:00,10:35:00,10,1180,2,
13,KGQ,KASARAGOD,1,11:13:00,11:15:00,2,1231,2,
14,CAN,KANNUR,1,12:40:00,12:45:00,5,1317,2,
15,TLY,THALASSERY,1,13:03:00,13:05:00,2,1338,2,
16,CLT,KOZHIKODE,1,14:05:00,14:10:00,5,1406,2,
17,TIR,TIRUR,1,14:48:00,14:50:00,2,1447,2,
18,SRR,SHORANUR JN,1,15:45:00,15:50:00,5,1492,2,
19,TCR,THRISUR,1,16:17:00,16:20:00,3,1525,2,
20,ERN,ERNAKULAM TOWN,1,17:45:00,17:50:00,5,1597,2,
21,KTYM,KOTTAYAM,1,18:50:00,18:55:00,5,1659,2,
22,TRVL,TIRUVALLA,1,19:23:00,19:25:00,2,1684,2,
23,CNGR,CHENGANNUR,1,19:38:00,19:40:00,2,1693,2,
24,KYJ,KAYANKULAM JN,1,19:58:00,20:00:00,2,1714,2,
25,QLN,KOLLAM JN,1,20:55:00,21:00:00,5,1755,2,
26,KCVL,KOCHUVELI,1,23:00:00,Destination,0,1813,2,


Train,22403,PDY NDLS EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,PDY,PUDUCHERRY,1,Source,09:05:00,0,0,1,
2,MS,CHENNAI EGMORE,1,13:00:00,13:15:00,15,197,1,
3,GDR,GUDUR JN,1,15:50:00,15:52:00,2,338,1,
4,BZA,VIJAYAWADA JN,1,20:05:00,20:20:00,15,631,1,
5,WL,WARANGAL,1,23:50:00,23:55:00,5,840,1,
6,SKZR,SIRPUR KAGAZNGR,1,02:10:00,02:11:00,1,1012,2,
7,BPQ,BALHARSHAH,1,04:10:00,04:20:00,10,1082,2,
8,NGP,NAGPUR,1,07:35:00,07:45:00,10,1293,2,
9,ET,ITARSI JN,1,12:55:00,13:00:00,5,1590,2,
10,BPL,BHOPAL JN,1,14:45:00,14:55:00,10,1682,2,
11,JHS,JHANSI JN,1,19:20:00,19:28:00,8,1973,2,
12,AGC,AGRA CANTT,1,23:45:00,23:50:00,5,2188,2,
13,MTJ,MATHURA JN,1,00:33:00,00:36:00,3,2242,3,
14,NDLS,NEW DELHI,1,03:55:00,Destination,0,2383,3,


Train,22609,INTERCITY EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAQ,MANGALORE CNTL,1,Source,11:45:00,0,0,1,
2,KGQ,KASARAGOD,1,12:24:00,12:25:00,1,46,1,
3,KZE,KANHANGAD,1,12:42:00,12:43:00,1,69,1,
4,PAY,PAYYANUR,1,13:04:00,13:05:00,1,98,1,
5,CAN,KANNUR,1,13:45:00,13:50:00,5,132,1,
6,TLY,THALASSERY,1,14:09:00,14:10:00,1,153,1,
7,BDJ,VADAKARA,1,14:29:00,14:30:00,1,175,1,
8,CLT,KOZHIKODE,1,15:15:00,15:20:00,5,221,1,
9,PGI,PARPANANGADI,1,15:46:00,15:47:00,1,246,1,
10,TIR,TIRUR,1,15:54:00,15:55:00,1,262,1,
11,SRR,SHORANUR JN,1,16:45:00,16:50:00,5,307,1,
12,OTP,OTTAPPALAM,1,17:04:00,17:05:00,1,320,1,
13,PGT,PALAKKAD,1,17:40:00,17:45:00,5,351,1,
14,CBE,COIMBATORE JN,1,19:05:00,Destination,0,406,1,


Train,22610,INTERCITY EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CBE,COIMBATORE JN,1,Source,06:20:00,0,0,1,
2,PGT,PALAKKAD,1,07:20:00,07:25:00,5,55,1,
3,OTP,OTTAPPALAM,1,07:48:00,07:49:00,1,86,1,
4,SRR,SHORANUR JN,1,08:10:00,08:15:00,5,99,1,
5,TIR,TIRUR,1,08:49:00,08:50:00,1,144,1,
6,PGI,PARPANANGADI,1,09:04:00,09:05:00,1,160,1,
7,CLT,KOZHIKODE,1,09:40:00,09:45:00,5,185,1,
8,BDJ,VADAKARA,1,10:19:00,10:20:00,1,231,1,
9,TLY,THALASSERY,1,10:39:00,10:40:00,1,253,1,
10,CAN,KANNUR,1,11:10:00,11:15:00,5,274,1,
11,PAY,PAYYANUR,1,11:44:00,11:45:00,1,308,1,
12,KZE,KANHANGAD,1,12:07:00,12:08:00,1,337,1,
13,KGQ,KASARAGOD,1,12:24:00,12:25:00,1,360,1,
14,MAQ,MANGALORE CNTL,1,13:40:00,Destination,0,406,1,


Train,22611,MAS NJP EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAS,CHENNAI CENTRAL,1,Source,11:00:00,0,0,1,
2,NLR,NELLORE,1,13:40:00,13:41:00,1,176,1,
3,OGL,ONGOLE,1,15:04:00,15:05:00,1,292,1,
4,BZA,VIJAYAWADA JN,1,17:40:00,17:55:00,15,431,1,
5,EE,ELURU,1,18:41:00,18:42:00,1,490,1,
6,AKP,ANAKAPALLE,1,22:39:00,22:40:00,1,747,1,
7,DVD,DUVVADA,1,23:40:00,23:42:00,2,763,1,
8,VSKP,VISHAKAPATNAM,1,00:10:00,00:30:00,20,781,2,
9,VZM,VIZIANAGRAM JN,1,01:38:00,01:40:00,2,842,2,
10,BAM,BRAHMAPUR,1,04:30:00,04:32:00,2,1058,2,
11,KUR,KHURDA ROAD JN,1,06:50:00,07:05:00,15,1204,2,
12,BBS,BHUBANESWAR,1,07:30:00,07:35:00,5,1223,2,
13,HIJ,HIJILLI,1,12:11:00,12:12:00,1,1541,2,
14,BQA,BANKURA,1,14:03:00,14:05:00,2,1662,2,
15,ADRA,ADRA JN,1,15:00:00,15:10:00,10,1715,2,
16,ASN,ASANSOL JN,1,16:15:00,16:25:00,10,1757,2,
17,DGR,DURGAPUR,1,17:12:00,17:52:00,16,1799,2,
18,RPH,RAMPUR HAT,1,20:26:00,20:31:00,5,1916,2,
19,MLDT,MALDA TOWN,1,23:20:00,23:35:00,15,2037,2,
20,BOE,BARSOI JN,1,00:46:00,00:48:00,2,2125,3,
21,KNE,KISHANGANJ,1,01:35:00,01:40:00,5,2183,3,
22,NJP,NEW JALPAIGURI,1,03:45:00,Destination,0,2270,3,


Train,22626,MAS DOUBLE DECK,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,14:40:00,0,0,1,
2,BNC,BANGALORE CANT,1,14:49:00,14:51:00,2,5,1,
3,KJM,KRISHNARAJAPURM,1,15:00:00,15:01:00,1,15,1,
4,BWT,BANGARAPET,1,15:43:00,15:45:00,2,71,1,
5,JTJ,JOLARPETTAI,1,17:00:00,17:02:00,2,149,1,
6,AB,AMBUR,1,17:29:00,17:30:00,1,180,1,
7,KPD,KATPADI JN,1,18:13:00,18:15:00,2,232,1,
8,AJJ,ARAKKONAM,1,19:08:00,19:10:00,2,293,1,
9,PER,PERAMBUR,1,20:09:00,20:10:00,1,356,1,
10,MAS,CHENNAI CENTRAL,1,20:45:00,Destination,0,362,1,


Train,22630,TEN DR EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TEN,TIRUNELVELI,1,Source,07:10:00,0,0,1,
2,CVP,KOVILPATTI,1,08:08:00,08:10:00,2,66,1,
3,VPT,VIRUDUNAGAR JN,1,08:50:00,08:52:00,2,114,1,
4,MDU,MADURAI JN,1,09:50:00,09:55:00,5,157,1,
5,DG,DINDIGUL JN,1,11:05:00,11:10:00,5,223,1,
6,KRR,KARUR,1,12:17:00,12:20:00,3,297,1,
7,ED,ERODE JN,1,13:15:00,13:20:00,5,362,1,
8,TUP,TIRUPPUR,1,14:03:00,14:05:00,2,412,1,
9,CBE,COIMBATORE JN,1,15:05:00,15:10:00,5,463,1,
10,PGT,PALAKKAD,1,16:20:00,16:25:00,5,517,1,
11,SRR,SHORANUR JN,1,17:15:00,17:25:00,10,562,1,
12,CLT,KOZHIKODE,1,18:45:00,18:50:00,5,648,1,
13,CAN,KANNUR,1,20:10:00,20:15:00,5,737,1,
14,MAJN,MANGALORE JN,1,22:20:00,22:30:00,10,874,1,
15,UD,UDUPI,1,23:40:00,23:42:00,2,955,1,
16,HNA,HONNAVAR,1,01:30:00,01:32:00,2,1126,2,
17,KAWR,KARWAR,1,02:48:00,02:50:00,2,1222,2,
18,MAO,MADGAON,1,04:10:00,04:20:00,10,1304,2,
19,THVM,THIVIM,1,05:00:00,05:02:00,2,1369,2,
20,KKW,KANKAVALI,1,06:40:00,06:42:00,2,1483,2,
21,RN,RATNAGIRI,1,09:15:00,09:20:00,5,1639,2,
22,CHI,CHIPLUN,1,11:00:00,11:02:00,2,1745,2,
23,ROHA,ROHA,1,13:35:00,13:40:00,5,1924,2,
24,PNVL,PANVEL,1,14:55:00,15:00:00,5,2001,2,
25,TNA,THANE,1,15:53:00,15:55:00,2,2035,2,
26,DR,DADAR,1,16:40:00,Destination,0,2060,2,


Train,22633,NIZAMUDDIN EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TVC,TRIVANDRUM CNTL,1,Source,14:45:00,0,0,1,
2,QLN,KOLLAM JN,1,15:45:00,15:50:00,5,65,1,
3,KYJ,KAYANKULAM JN,1,16:25:00,16:27:00,2,106,1,
4,ALLP,ALLEPPEY,1,17:12:00,17:15:00,3,149,1,
5,ERS,ERNAKULAM JN,1,18:50:00,19:00:00,10,206,1,
6,AWY,ALUVA,1,19:23:00,19:25:00,2,225,1,
7,TCR,THRISUR,1,20:17:00,20:20:00,3,280,1,
8,PGT,PALAKKAD,1,21:45:00,21:50:00,5,357,1,
9,CBE,COIMBATORE JN,1,23:40:00,23:45:00,5,412,1,
10,TUP,TIRUPPUR,1,00:28:00,00:30:00,2,462,2,
11,ED,ERODE JN,1,01:15:00,01:20:00,5,512,2,
12,SA,SALEM JN,1,02:15:00,02:20:00,5,575,2,
13,KPD,KATPADI JN,1,05:28:00,05:30:00,2,778,2,
14,CTO,CHITTOOR,1,05:59:00,06:00:00,1,811,2,
15,TPTY,TIRUPATI,1,07:30:00,07:35:00,5,883,2,
16,RU,RENIGUNTA JN,1,07:50:00,08:00:00,10,893,2,
17,GDR,GUDUR JN,1,09:40:00,09:42:00,2,976,2,
18,OGL,ONGOLE,1,11:35:00,11:36:00,1,1130,2,
19,BZA,VIJAYAWADA JN,1,14:15:00,14:35:00,20,1268,2,
20,WL,WARANGAL,1,17:30:00,17:35:00,5,1477,2,
21,BPQ,BALHARSHAH,1,21:15:00,21:25:00,10,1719,2,
22,NGP,NAGPUR,1,00:20:00,00:30:00,10,1931,3,
23,BZU,BETUL,1,03:02:00,03:03:00,1,2121,3,
24,ET,ITARSI JN,1,04:40:00,04:45:00,5,2228,3,
25,BPL,BHOPAL JN,1,06:25:00,06:30:00,5,2319,3,
26,BINA,BINA JN,1,08:20:00,08:25:00,5,2458,3,
27,JHS,JHANSI JN,1,10:28:00,10:36:00,8,2610,3,
28,GWL,GWALIOR,1,11:52:00,11:57:00,5,2707,3,
29,AGC,AGRA CANTT,1,14:00:00,14:05:00,5,2826,3,
30,RKM,RAJA KI MANDI,1,14:13:00,14:14:00,1,2830,3,
31,MTJ,MATHURA JN,1,14:55:00,15:00:00,5,2880,3,
32,NZM,H NIZAMUDDIN,1,17:05:00,Destination,0,3013,3,


Train,22637,WEST COAST EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAS,CHENNAI CENTRAL,1,Source,11:30:00,0,0,1,
2,AJJ,ARAKKONAM,1,12:33:00,12:35:00,2,69,1,
3,WJR,WALAJAH ROAD JN,1,13:03:00,13:05:00,2,105,1,
4,KPD,KATPADI JN,1,13:33:00,13:35:00,2,130,1,
5,JTJ,JOLARPETTAI,1,14:43:00,14:45:00,2,214,1,
6,TPT,TIRUPATTUR JN,1,14:55:00,14:57:00,2,221,1,
7,MAP,MORAPPUR,1,15:33:00,15:35:00,2,268,1,
8,BQI,BOMMIDI,1,15:53:00,15:55:00,2,290,1,
9,SA,SALEM JN,1,16:35:00,16:40:00,5,334,1,
10,SGE,SANKARIDURG,1,17:13:00,17:15:00,2,375,1,
11,ED,ERODE JN,1,17:40:00,17:45:00,5,396,1,
12,TUP,TIRUPPUR,1,18:28:00,18:30:00,2,446,1,
13,CBE,COIMBATORE JN,1,19:25:00,19:30:00,5,497,1,
14,PTJ,PODANUR JN,1,19:43:00,19:45:00,2,503,1,
15,PGT,PALAKKAD,1,20:50:00,20:55:00,5,551,1,
16,OTP,OTTAPPALAM,1,21:18:00,21:20:00,2,583,1,
17,SRR,SHORANUR JN,1,21:50:00,22:00:00,10,595,1,
18,KTU,KUTTIPPURAM,1,22:26:00,22:28:00,2,625,1,
19,TIR,TIRUR,1,22:44:00,22:46:00,2,640,1,
20,PGI,PARPANANGADI,1,23:01:00,23:03:00,2,656,1,
21,CLT,KOZHIKODE,1,23:35:00,23:40:00,5,681,1,
22,BDJ,VADAKARA,1,00:16:00,00:18:00,2,728,2,
23,TLY,THALASSERY,1,00:36:00,00:38:00,2,750,2,
24,CAN,KANNUR,1,01:15:00,01:20:00,5,771,2,
25,KPQ,KANNAPURAM,1,01:33:00,01:35:00,2,785,2,
26,PAY,PAYYANUR,1,01:52:00,01:54:00,2,804,2,
27,CHV,CHARVATTUR,1,02:03:00,02:05:00,2,819,2,
28,NLE,NILESHWAR,1,02:11:00,02:13:00,2,824,2,
29,KZE,KANHANGAD,1,02:21:00,02:23:00,2,833,2,
30,KGQ,KASARAGOD,1,02:43:00,02:45:00,2,856,2,
31,MAQ,MANGALORE CNTL,1,03:50:00,Destination,0,902,2,


Train,22638,WEST COAST EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAQ,MANGALORE CNTL,1,Source,22:20:00,0,0,1,
2,KGQ,KASARAGOD,1,22:58:00,23:00:00,2,46,1,
3,KZE,KANHANGAD,1,23:18:00,23:20:00,2,69,1,
4,NLE,NILESHWAR,1,23:28:00,23:30:00,2,79,1,
5,CHV,CHARVATTUR,1,23:38:00,23:40:00,2,84,1,
6,PAY,PAYYANUR,1,23:50:00,23:52:00,2,98,1,
7,KPQ,KANNAPURAM,1,00:08:00,00:10:00,2,118,2,
8,CAN,KANNUR,1,00:40:00,00:45:00,5,132,2,
9,TLY,THALASSERY,1,01:04:00,01:06:00,2,153,2,
10,BDJ,VADAKARA,1,01:24:00,01:26:00,2,175,2,
11,CLT,KOZHIKODE,1,02:15:00,02:20:00,5,221,2,
12,PGI,PARPANANGADI,1,02:44:00,02:46:00,2,246,2,
13,TIR,TIRUR,1,03:03:00,03:05:00,2,262,2,
14,KTU,KUTTIPPURAM,1,03:23:00,03:25:00,2,277,2,
15,SRR,SHORANUR JN,1,04:10:00,04:20:00,10,307,2,
16,OTP,OTTAPPALAM,1,04:38:00,04:40:00,2,320,2,
17,PGT,PALAKKAD,1,05:10:00,05:15:00,5,351,2,
18,PTJ,PODANUR JN,1,06:18:00,06:20:00,2,400,2,
19,CBE,COIMBATORE JN,1,06:32:00,06:35:00,3,406,2,
20,TUP,TIRUPPUR,1,07:18:00,07:20:00,2,456,2,
21,ED,ERODE JN,1,08:10:00,08:15:00,5,506,2,
22,SGE,SANKARIDURG,1,08:38:00,08:40:00,2,527,2,
23,SA,SALEM JN,1,09:12:00,09:15:00,3,569,2,
24,BQI,BOMMIDI,1,09:53:00,09:55:00,2,612,2,
25,MAP,MORAPPUR,1,10:08:00,10:10:00,2,635,2,
26,TPT,TIRUPATTUR JN,1,10:43:00,10:45:00,2,682,2,
27,JTJ,JOLARPETTAI,1,11:03:00,11:05:00,2,689,2,
28,KPD,KATPADI JN,1,12:13:00,12:15:00,2,773,2,
29,WJR,WALAJAH ROAD JN,1,12:33:00,12:35:00,2,797,2,
30,AJJ,ARAKKONAM,1,13:13:00,13:15:00,2,833,2,
31,PER,PERAMBUR,1,14:03:00,14:05:00,2,896,2,
32,MAS,CHENNAI CENTRAL,1,14:40:00,Destination,0,902,2,


Train,22640,CHENNAI EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,ALLP,ALLEPPEY,1,Source,16:05:00,0,0,1,
2,SRTL,SHERTALAI,1,16:23:00,16:25:00,2,24,1,
3,TUVR,TURAVUR,1,16:32:00,16:34:00,2,34,1,
4,ERS,ERNAKULAM JN,1,17:15:00,17:20:00,5,57,1,
5,ERN,ERNAKULAM TOWN,1,17:25:00,17:27:00,2,60,1,
6,AWY,ALUVA,1,17:45:00,17:47:00,2,77,1,
7,AFK,ANGAMALI,1,17:57:00,17:59:00,2,86,1,
8,DINR,DIVINE NAGAR,1,18:10:00,18:12:00,2,99,1,
9,CKI,CHALAKUDI,1,18:14:00,18:16:00,2,101,1,
10,IJK,IRINJALAKUDA,1,18:23:00,18:25:00,2,107,1,
11,TCR,THRISUR,1,18:55:00,18:58:00,3,131,1,
12,PNQ,PUNKUNNAM,1,19:00:00,19:02:00,2,133,1,
13,WKI,WADAKANCHERI,1,19:18:00,19:20:00,2,148,1,
14,OTP,OTTAPPALAM,1,20:08:00,20:10:00,2,177,1,
15,PGT,PALAKKAD,1,20:45:00,20:50:00,5,208,1,
16,PTJ,PODANUR JN,1,21:58:00,22:00:00,2,257,1,
17,CBE,COIMBATORE JN,1,22:12:00,22:15:00,3,263,1,
18,TUP,TIRUPPUR,1,22:58:00,23:00:00,2,313,1,
19,ED,ERODE JN,1,23:45:00,23:50:00,5,363,1,
20,SA,SALEM JN,1,00:47:00,00:50:00,3,426,2,
21,JTJ,JOLARPETTAI,1,02:23:00,02:25:00,2,546,2,
22,KPD,KATPADI JN,1,03:33:00,03:35:00,2,630,2,
23,AJJ,ARAKKONAM,1,04:23:00,04:25:00,2,690,2,
24,AVD,AVADI,1,04:58:00,05:00:00,2,738,2,
25,PER,PERAMBUR,1,05:13:00,05:15:00,2,753,2,
26,MAS,CHENNAI CENTRAL,1,05:50:00,Destination,0,759,2,


Train,22643,PATNA EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,ERS,ERNAKULAM JN,1,Source,17:10:00,0,0,1,
2,AWY,ALUVA,1,17:30:00,17:32:00,2,20,1,
3,TCR,THRISUR,1,18:22:00,18:25:00,3,75,1,
4,PGT,PALAKKAD,1,20:05:00,20:10:00,5,152,1,
5,CBE,COIMBATORE JN,1,21:25:00,21:30:00,5,206,1,
6,TUP,TIRUPPUR,1,22:18:00,22:20:00,2,256,1,
7,ED,ERODE JN,1,23:10:00,23:15:00,5,307,1,
8,SA,SALEM JN,1,00:05:00,00:10:00,5,369,2,
9,JTJ,JOLARPETTAI,1,01:53:00,01:55:00,2,489,2,
10,KPD,KATPADI JN,1,03:18:00,03:20:00,2,573,2,
11,MAS,CHENNAI CENTRAL,1,06:05:00,06:30:00,1,702,2,
12,OGL,ONGOLE,1,10:48:00,10:50:00,2,994,2,
13,BZA,VIJAYAWADA JN,1,13:05:00,13:20:00,15,1132,2,
14,RJY,RAJAHMUNDRY,1,15:27:00,15:29:00,2,1282,2,
15,VSKP,VISHAKAPATNAM,1,19:15:00,19:35:00,20,1483,2,
16,VZM,VIZIANAGRAM JN,1,20:33:00,20:35:00,2,1543,2,
17,CHE,SRIKAKULAM ROAD,1,21:33:00,21:35:00,2,1613,2,
18,PSA,PALASA,1,22:45:00,22:47:00,2,1686,2,
19,BAM,BRAHMAPUR,1,23:43:00,23:45:00,2,1759,2,
20,BALU,BALUGAON,1,00:40:00,00:42:00,2,1835,3,
21,KUR,KHURDA ROAD JN,1,01:50:00,02:00:00,10,1906,3,
22,BBS,BHUBANESWAR,1,02:25:00,02:30:00,5,1925,3,
23,CTC,CUTTACK,1,03:25:00,03:30:00,5,1953,3,
24,JJKR,JAJPUR K ROAD,1,04:20:00,04:22:00,2,2025,3,
25,BHC,BHADRAK,1,05:33:00,05:35:00,2,2068,3,
26,BLS,BALASORE,1,06:20:00,06:22:00,2,2131,3,
27,HIJ,HIJILLI,1,07:58:00,08:00:00,2,2242,3,
28,MDN,MIDNAPORE,1,08:55:00,09:00:00,5,2266,3,
29,VSU,BISHNUPUR,1,09:58:00,10:00:00,2,2338,3,
30,BQA,BANKURA,1,10:25:00,10:30:00,5,2368,3,
31,ADRA,ADRA JN,1,11:30:00,11:45:00,15,2421,3,
32,BURN,BURNPUR,1,12:26:00,12:28:00,2,2457,3,
33,ASN,ASANSOL JN,1,13:00:00,13:25:00,1,2462,3,
34,CRJ,CHITTARANJAN,1,13:49:00,13:51:00,2,2487,3,
35,MDP,MADHUPUR JN,1,14:31:00,14:33:00,2,2544,3,
36,JSME,JASIDIH JN,1,14:58:00,15:00:00,2,2573,3,
37,JAJ,JHAJHA,1,16:25:00,16:30:00,5,2617,3,
38,KIUL,KIUL JN,1,17:10:00,17:12:00,2,2671,3,
39,MKA,MOKAMEH JN,1,17:50:00,17:52:00,2,2705,3,
40,BKP,BAKHTIYARPUR JN,1,18:30:00,18:32:00,2,2748,3,
41,PNC,PATNA SAHEB,1,19:34:00,19:36:00,2,2784,3,
42,RJPB,RAJENDRANAGAR T,1,19:46:00,19:48:00,2,2791,3,
43,PNBE,PATNA JN,1,20:00:00,Destination,0,2794,3,


Train,22650,YERCAUD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,ED,ERODE JN,1,Source,21:00:00,0,0,1,
2,SGE,SANKARIDURG,1,21:23:00,21:25:00,2,22,1,
3,SA,SALEM JN,1,21:55:00,22:00:00,5,63,1,
4,BQI,BOMMIDI,1,22:38:00,22:40:00,2,106,1,
5,BDY,BUDDIREDDIPPATI,1,22:48:00,22:50:00,2,116,1,
6,MAP,MORAPPUR,1,22:58:00,23:00:00,2,129,1,
7,SLY,SAMALPATTI,1,23:23:00,23:25:00,2,153,1,
8,TPT,TIRUPATTUR JN,1,23:48:00,23:50:00,2,176,1,
9,JTJ,JOLARPETTAI,1,00:08:00,00:10:00,2,183,2,
10,VN,VANIYAMBADI,1,00:23:00,00:25:00,2,199,2,
11,AB,AMBUR,1,00:38:00,00:40:00,2,215,2,
12,GYM,GUDIYATTAM,1,01:03:00,01:05:00,2,242,2,
13,KPD,KATPADI JN,1,01:28:00,01:30:00,2,267,2,
14,WJR,WALAJAH ROAD JN,1,01:53:00,01:55:00,2,291,2,
15,AJJ,ARAKKONAM,1,02:28:00,02:30:00,2,328,2,
16,TRL,TIRUVALLUR,1,02:53:00,02:55:00,2,355,2,
17,PER,PERAMBUR,1,03:23:00,03:25:00,2,391,2,
18,MAS,CHENNAI CENTRAL,1,04:05:00,Destination,0,396,2,


Train,22652,PALANI MAS EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,PLNI,PALANI,1,Source,18:15:00,0,0,1,
2,CHPT,CHATRAPPATTI,1,18:30:00,18:32:00,2,16,1,
3,ODC,ODDANCHATRAM,1,18:40:00,18:42:00,2,26,1,
4,API,AKKARAIPPATTI,1,19:03:00,19:05:00,2,48,1,
5,DG,DINDIGUL JN,1,19:35:00,19:50:00,15,59,1,
6,KRR,KARUR,1,20:52:00,20:55:00,3,133,1,
7,MONR,MOHANUR,1,21:08:00,21:10:00,2,148,1,
8,NMKL,NAMAKKAL,1,21:28:00,21:30:00,2,167,1,
9,RASP,RASIPURAM,1,21:53:00,21:55:00,2,192,1,
10,SA,SALEM JN,1,22:40:00,22:50:00,10,218,1,
11,JTJ,JOLARPETTAI,1,00:28:00,00:30:00,2,338,2,
12,GYM,GUDIYATTAM,1,01:18:00,01:20:00,2,397,2,
13,KPD,KATPADI JN,1,01:43:00,01:45:00,2,422,2,
14,AJJ,ARAKKONAM,1,02:38:00,02:40:00,2,482,2,
15,PER,PERAMBUR,1,03:28:00,03:30:00,2,545,2,
16,MAS,CHENNAI CENTRAL,1,04:15:00,Destination,0,551,2,


Train,22681,CHENNAI EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MYS,MYSORE JN,1,Source,20:10:00,0,0,1,
2,MYA,MANDYA,1,20:53:00,20:55:00,2,45,1,
3,KGI,KENGERI,1,22:14:00,22:15:00,1,126,1,
4,SBC,BANGALORE CY JN,1,22:45:00,23:00:00,15,139,1,
5,BNC,BANGALORE CANT,1,23:10:00,23:12:00,2,143,1,
6,KJM,KRISHNARAJAPURM,1,23:24:00,23:26:00,2,153,1,
7,BWT,BANGARAPET,1,00:13:00,00:15:00,2,209,2,
8,JTJ,JOLARPETTAI,1,01:30:00,01:32:00,2,287,2,
9,KPD,KATPADI JN,1,02:43:00,02:45:00,2,371,2,
10,AJJ,ARAKKONAM,1,03:38:00,03:40:00,2,431,2,
11,PER,PERAMBUR,1,04:33:00,04:35:00,2,494,2,
12,MAS,CHENNAI CENTRAL,1,05:15:00,Destination,0,500,2,


Train,22816,ERS BILASPUR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
